134 3	
	 0.584958583 11.828904 0.02038685271
	 0.6284125951 10.77763263 0.01475811524
	 0.5312887872 13.02844671 0.02520527054
	 0.6680084169 9.846951988 0.01033501624
	 0.5919132699 11.52128327 0.02042743041
	 0.5878255907 11.69763028 0.02129542711
	 0.5610078419 12.37310188 0.02296743706
	 0.6484444349 10.18719703 0.01356715587
	 0.5692517916 12.19727821 0.02192682671
	 0.6366137786 10.68458293 0.01227007584
	 0.5910642283 11.72384488 0.016799808
	 0.09193572395 18.53581567 0.0380778911
	 0.4689564721 14.26568443 0.02852903972
	 0.5301210164 13.0008682 0.02470863185
	 0.236711282 17.59646883 0.03560290405
	 0.5883114562 11.54396634 0.02100005069
	 0.5710232604 11.98234827 0.02258096969
	 0.5635990023 12.20921236 0.02276197848
	 0.5205364173 13.1642583 0.026237826
	 0.4119387518 15.27199558 0.03148173654
	 0.5555555971 12.41618264 0.0242030347
	 0.121352216 18.40203964 0.03761685218
	 0.3284703131 16.5467563 0.03423011077
	 0.3792391453 15.77455027 0.03221618001
	 0.421078982 15.12100146 0.03189884608
	 0.4371956527 14.80045616 0.03137025602
	 0.4428627619 14.76263121 0.02847689861
	 0.5086773212 13.44493885 0.02571005554
	 0.5132551496 13.31263981 0.02619693429
	 0.4927294723 13.85893496 0.0267964069
	 0.5390662268 12.72058569 0.02618310984
	 0.5774552339 11.98073285 0.02236178262
	 0.5070815261 13.60313034 0.0250250982
	 0.2818898606 17.11744224 0.03480502745
	 0.2249417676 17.7031578 0.03609750596
	 0.3387779667 16.36841131 0.03368260106
	 0.4601056112 14.37905177 0.0290217328
	 0.4583017201 14.51383134 0.02871601193
	 0.3576400206 16.13885224 0.03387887666
	 0.271471071 17.2511036 0.03480475822
	 0.4683655077 14.19441765 0.02883167108
	 0.4691334092 14.15769332 0.02986141277
	 0.3475122322 16.24689045 0.03395829869
	 0.5336845557 13.06224281 0.02222147798
	 0.4167009425 15.22959395 0.03164255657
	 0.3631252375 16.03804696 0.03349845301
	 0.1939582727 17.99639527 0.03642214869
	 0.1642466452 18.20671214 0.03664839519
	 0.4318532072 14.90695193 0.02994040794
	 0.4489439148 14.59626191 0.03101860943
	 0.3540031799 16.15033574 0.03389190628
	 0.3014350393 16.86807028 0.03504777971
	 0.5016275463 13.55490676 0.02799753191
	 0.3918880358 15.66176053 0.03177233154
	 0.2772970063 17.25418171 0.03398925046
	 0.1568010101 18.23903292 0.03632328486
	 0.3620198504 16.08528103 0.03314129934
	 0.355905233 16.12565804 0.03369440782
	 0.2587767447 17.37869926 0.03524844836
	 0.3993442433 15.44047233 0.03203118695
	 0.2002762019 17.90286896 0.03647709286
	 0.3160715041 16.76158249 0.03427153054
	 0.07369854427 18.57126785 0.03812768063
	 0.1557910887 18.25256195 0.03660355142
	 0.2494477423 17.47647619 0.03535980575
	 0.1798123071 18.05585629 0.03628821791
	 0.2853662579 17.1620078 0.03414414746
	 0.04778991857 18.63788076 0.0376499766
	 0.139004442 18.30600462 0.03736835052
	
